User,LP Balance,is_contract,contract_type,events,withdrawn_eth,withdrawn_aleth,eth_to_redeem,aleth_to_redeem
0xe32e3BD2EC560513CaB4757564cA50D13cAF9F7F,273680036048123024840,False,,[],0,0,132437479576287559680,141744408595143294976
0xB76bF854Ef3A9105A2FFe204608d06C7A5259604,237740942338702828326,False,,[],0,0,115046064923394506752,123130827360480428032
0x3C57CB6C743b190cec13CD804afD753531B94ea8,211604236818903739684,False,,[],0,0,102398158801147510784,109594100604576628736
0xCA9227f33b4f395cCc77abAf9eb7BcCe411CD07d,190744892783750994236,False,,[],0,0,92304039443663437824,98790625763520053248
0x138Dd537D56F2F2761a6fC0A2A0AcE67D55480FE,170691201848638372907,False,,[],0,0,82599786543093219328,88404414906519486464
0x5bDF2dF91ca26331e718Ae3AC7cdba360eE6b950,151663719196287580490,False,,[],0,0,73392129742303502336,78549698009531154432
0x9BD874C46C7D73de48A7bdacF7f18882ec2c49b0,101282239414620277050,False,,[],0,0,49011848681413648384,52456113841247502336
0x1B72Bac3772050FDCaF468CcE7e20deb3cB02d89,100362513044103565073,False,,[],0,0,48566780622486388736,51979769010471010304
0x238B4d4EBd41c8570bFa2Fc859caD272e1042502,100000113560424568713,False,,[],0,0,48391410599479836672,51792075011189915648
0x593f89adc9EBdC9C65EeEf70bA64Db7F239498C2,99798588148486103645,False,,[],0,0,48293889720671526912,51687700937199788032
0xA99b8aE7696aAC49f5208cCF79fd1983db2d7FBc,83081272213780664481,False,,[],0,0,40204153912234270720,43029465960767930368
0x79dE94216395eAFe072B8B50216b5648eDb3f609,77530900439247550386,False,,[],0,0,37518253767141933056,40154816512365953024
0xf08214cbe3527cf4FD65bfcE128e32C6EEdd2174,75966255353824041865,False,,[],0,0,36761100799256178688,39344455276314165248
0x27bE856E8B8d24220E53B933e29D46A477858cE7,70146987683522885730,True,,[],0,0,33945078284925087744,36330539222025740288
0x95DB1EC5EfB15ED00781B9D5e95903B5AE7e80E3,70054387696445396535,False,,[],0,0,33900267895850225664,36282579821721112576
0xa05527778c5d874ff4926AF98d162E3fbf4d96DB,66493415821485296681,False,,[],0,0,32177065331382431744,34438280691508322304
0x88aAF4a728e14748cea5e9A3cA1306Ac567ba472,50390217991609646849,False,,[],0,0,24384509599140155392,26098109863392223232
0x738671901aFfbc417FA370CF936e461BB5315bd0,44836372224858866775,False,,[],0,0,21696928342118641664,23221661164378218496
0xa12358e39c9cA9d190a5c60130a64c06211bCcBa,40257821722345735217,False,,[],0,0,19481305685013463040,20850337546576572416
0xB2fbF923588764859c3a7aD2DDf90e4d24ED3005,39806264240656929379,False,,[],0,0,19262790898103083008,20616466822526255104
0x6763DF505F7F343FbF69f8D5d87433dCdAE2195A,37194260824319358031,False,,[],0,0,17998807035416168448,19263657590097764352
0x77299Cf68685B96a529D392C7d8EdfC94CBDCC15,34113619066302738611,False,,[],0,0,16508042726113589248,17668131111846397952
0x01C9B838BE2c60181cef4Be3160d6F44daEe0a99,30927993689425985860,True,,[],0,0,14966475420438310912,16018231500711890944
0xF9A0106251467FFF1Ff03e8609aa74fc55A2a45E,29872742916311086914,False,,[],0,0,14455825265862578176,15471695849392265216
0xB97F255b37eEf7D47DBE1deBBECD1f2eCFC37Abe,25110157381328493742,False,,[],0,0,12151145561681776640,13005056777767804928
0x6cEaa647f9E67faeA9EDb996Cf1e971BfC35da05,22164909577116715639,False,,[],0,0,10725900222088148992,11479653557999388672
0xe651B64F2C2ad84603a8548B37d0173d417958AF,20078801919955049400,False,,[],0,0,9716404446551545856,10399216342337132544
0xd179fDCdf88593DdC4d90Ef466563eBBfAbaDC0a,20072370032070592215,False,,[],0,0,9713291968810622976,10395885137922306048
0x2fec662b176b5e37A34Ec918010267ca05dC9b5C,16979132897012463190,False,,[],0,0,8216432585808927744,8793835259953661952
0xf872703F1C8f93fA186869Bac83BAC5A0c87C3c8,16717135888790462055,False,,[],0,0,8089648681778206720,8658141727022402560
0x1CA1D9F2923Da6ECf7Ee14eC5ABf9C66FF6b0C05,15563886456019244828,False,,[],0,0,7531575647279821824,8060850594021757952
0xDf4CeF95B19a59e9d2E25F76e3020F9eB52A81c7,14985726536237649712,False,,[],0,0,7251796224295387136,7761409914729945088
0xD5bA79D098679730CbF45d4CFcf52aAD5aC8bC8E,11673328903527921115,True,numisme,[],0,0,5648882105439452160,6045852396322445312
0x574fb6a08599def6588A7815D670A948B6ef8646,10991527049058210293,False,,[],0,0,5318948945241643008,5692733469431160832
0x3D49c72784c4558366c3088779E3d26D2C5E1702,10099639207315068422,False,,[],0,0,4887352327779831808,5230806773985786880
0xBC21047CE5935AF898F3C578127f2A91de61ae95,8129470422614440681,False,,[],0,0,3933960944347872256,4210416637925959168
0x3Cf54F3A1969be9916DAD548f3C084331C4450b5,6444608188569828949,True,,[],0,0,3118633268525345280,3337792516790020608
0x5A85DE2d663d78286D1F509f1e71954a6E74DC24,5932983927034127240,False,,[],0,0,2871051352554122240,3072811996393007616
0x10D7C5d789e04F0B62D93FA141Ab2F8c73547918,4992691222804034773,False,,[],0,0,2416030965936268288,2585815446728760832
0x7E847356f13e2c86aEB08522020789A8364D6086,4920924483035233164,False,,[],0,0,2381302067659171840,2548646005244393472
0xD62C6F55c955A033d97D70d73C156a58367D61e0,3956999370297376398,False,,[],0,0,1914845638192598272,2049409754738311424
0xc0BCA9516a8cdF027D20dE68821E781B381C2CbA,3821474615297664425,True,,[],0,0,1849263372012248576,1979218751679330304
0x1928c92C7b9d9A9699776f9Fb57aD6C84b44bE33,3218053660835404890,False,,[],0,0,1557259791895621632,1666694873214441984
0x77fb352A851FAa6A1a3AEBAf70E10de6Af50962B,3100155670394877600,False,,[],0,0,1500207356041998848,1605633126910776832
0x94dA015A898C2cC4DB84F4C6897f5B35b092CD37,2997981254067531505,False,,[],0,0,1450763770857756160,1552714936658393600
0x0C19A07242755b3F107cfB4C74d236a18548541F,2997236905892184273,False,,[],0,0,1450403570684978944,1552329423730863616
0xAC87234B21240CdA556bc4EE81eFd9E370fA1696,2621914459952952908,False,,[],0,0,1268779951051068416,1357942361742957056
0xD38beB126F7ABd25fDbA3B2Ef4eE07a113EE83FE,2230631653197278218,False,,[],0,0,1079432896452079872,1155289107096065024
0xB9E8C62F360897EA8648FC6f4d98EdDC71D7A8F9,2005983216909612617,False,,[],0,0,970722472694823424,1038939152589994496
0x8a7F162dAaC546997cc36B6B7C528A21800507B9,2004121024442725703,False,,[],0,0,969821332515358208,1037974685565944448
0x035Fc3B0ec2487c1c9dEF561F578ec77a06B1b12,1998651777967671074,False,,[],0,0,967174690002455424,1035142052545787520
0x25Bb02dC1FFA8d7F7725484D824EaC95902a34Fe,1597325204920054416,False,,[],0,0,772967320736875008,827286928834289024
0x5D98cE7d43c47F23f15F2F55c690ACC075658Cb1,1477095382129464067,True,,[],0,0,714786479597663616,765017479542216576
0x31896bA604b9110F747654fe5Eb0992882Cd73Ad,725777723149668425,False,,[],0,0,351213679209166848,375894915920320192
0x41267Fe98489fb8437dd2Eddf4484FbA140ffDfc,305468507123172356,True,,[],0,0,147820351668656704,158208298682779776
0x5736d2bDc9483D5B4C654FDF7aecEeE6c5959C92,300006852097606394,False,,[],0,0,145177382761074656,155379597427371392
0x35a9384473b7581Fbf5c0edBaa7831C1Ab65bdB5,149953462437030463,True,,"[AttributeDict({'args': AttributeDict({'provider': '0x35a9384473b7581Fbf5c0edBaa7831C1Ab65bdB5', 'token_amounts': [23711243075807548, 0], 'fees': [4586485498962, 7571049317698], 'invariant': 362191393660448059, 'token_supply': 1}), 'event': 'AddLiquidity', 'logIndex': 13, 'transactionIndex': 0, 'transactionHash': HexBytes('0xacbfe2336d509eb8d1cd549f2723b12e4c6e5d1201987fdd0b37828a86792cc6'), 'address': '0xC4C319E2D4d66CcA4464C0c2B32c9Bd23ebe784e', 'blockHash': HexBytes('0xd6ae87a3b2ee7c26f38d71849ee174cd898072c24655dbc8ee9d885e1a56b8f8'), 'blockNumber': 17806892})]",0,0,72564513311470768,77663921551784272
0x01AA31Ae8998f71a91d32105DBcDade03E1A7Bb1,60184269625730226,False,,[],0,0,29123983957565304,31170646671976288
0xc5C5D181a08e4F127ADA2d3BE2636e206D7aAf24,10321396302705360,True,,[],0,0,4994663592480500,5345659244746009
