User,LP Balance,is_contract,contract_type,events,withdrawn_eth,withdrawn_aleth,eth_to_redeem,aleth_to_redeem
0x91a88dd9C43E1E6D580Abe4C54F1B6b53900A644,57466711449842655115,False,,[],0,0,27808920715783221248,29763168501386059776
0x88263dDbBab4236D4a5169B200F1cf5dF08f8123,5621790860321742041,False,,[],0,0,2720460808895479296,2911638832880635392
0x55907Cf476998d2F58591C6D0a10eCbbE249A8EB,210322702821580838,False,,[],0,0,101778007126777936,108930368309126464
0xb96f5976bF96b8DBaC576825De2053Bb3bCF1023,129963354628960744,False,,[],0,0,62891029148038768,67310641678239640
