User,LP Balance,is_contract,contract_type,events,withdrawn_eth,withdrawn_aleth,eth_to_redeem,aleth_to_redeem
0xde9E6fb9Dc88e8EB25cAeb85972FAF842e171431,145463144812290496,False,,[],0,0,72874858981838000,77996076494984672
0x982F264ce97365864181df65dF4931C593A515ad,7255883231070131,False,,[],0,0,3635088928781648,3890541650667006
