Total LP,Balances ETH,Balances CRV,FTM per LP,Ftml per LP,Total User Balances
7921792935583964767760,5.313752245659462e+21,2.6585935491349804e+21,0.6707764629634001,0.3356050291585915,7891172463241776574582
