User,LP Balance,is_contract,contract_type,events,withdrawn_eth,withdrawn_crv,eth_to_redeem,crv_to_redeem
0x196A3Dc8446920Cef0f0d1f6Bf7Ba5b40702C79f,69376,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x196A3Dc8446920Cef0f0d1f6Bf7Ba5b40702C79f', 'token_amount': 5131987696135848927343, 'coin_index': 0, 'coin_amount': 89147050738409500052}), 'event': 'RemoveLiquidityOne', 'logIndex': 337, 'transactionIndex': 88, 'transactionHash': HexBytes('0x958783582ea1ee3718f15b5898ff3e850b6b92782718814968b6cf87736ca72e'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x8a864bbbcabfda6e7af59dcbb3348252c41f2fc5d2746d0a2857be067b2f9857'), 'blockNumber': 17808205})]",89147050738409500052,0,-89147050738409504768,3727567
0xeB434DA562e7A8ba045472fD1E134B420771eF7A,35342,False,,[],0,0,720,1898923
0x6af6660eD5ecBFa39db3d6Bf23E17BD426a183Ce,34815,False,,[],0,0,709,1870607
0x24C79D80402DB8F053C3cb32874DDf4830651F2f,30362,False,,[],0,0,618,1631348
0xb084a32c870Ef9fD3A6183Cd3Ba04f5D6eDd5Aea,24073,False,,[],0,0,490,1293440
0x9BE43Ec7472E708858D4b8711F54B238bf0ac789,20392,False,,[],0,0,415,1095660
0xFdbBfB0Fe2986672af97Eca0e797D76A0bbF35c9,15923,False,,[],0,0,324,855541
0x634426C3a318c6a8C1d3fe68d130976c256f60bA,14540,False,,[],0,0,296,781233
0xCfaba3994C45aa03e479000300801AE35B39c388,13720,False,,[],0,0,279,737174
0xfC4B2a62A06cb2E1C6A743E9aE327Bb16977E4c1,12793,False,,[],0,0,260,687366
0xcf99Bdcbaefd0675F5c25eB35aBf87391577A874,11497,False,,[],0,0,234,617732
0x2b933fC8787185Ac0E3472Ea8e51BBc7aDC25951,11105,False,,[],0,0,226,596670
0xc49c90A526086b06279c205c24D0e378F4C74C3e,10162,False,,[],0,0,207,546003
0xDBAC39449EDcb170F9c23677feb477644B3Ced37,9202,False,,[],0,0,187,494422
0x4271D22292aA37e13cD0C68b8210A7A6AF194407,6404,False,,[],0,0,130,344086
