User,LP Balance,is_contract,contract_type,events,withdrawn_eth,withdrawn_crv,eth_to_redeem,crv_to_redeem
0x5bb5eCf3616879fbc12D7D75BE5c589d3f7557C0,2461083394654175232,False,,[],0,0,5.507647006781931e+16,1.4524561309772356e+20
0x8eBaDC1e33f149F1FE378E598A6F2A59A431D56D,2188356665048457216,False,,[],0,0,4.897313135428731e+16,1.2915011583185954e+20
0x9008D19f58AAbD9eD0D60971565AA8510560ab41,1854944264419814144,True,,"[AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amounts': [87646009414449244, 0], 'fee': 850263730844791325, 'token_supply': 423823706478862610802965}), 'event': 'AddLiquidity', 'logIndex': 80, 'transactionIndex': 21, 'transactionHash': HexBytes('0x3ba3bc17aa959a6260303ea5ebb38a7383b6e30ae53b5fa85c07290e9ad739bf'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xa22310f2b50f7667e5ea52f4da07b684ad68c530fa584634bde353195b042e7c'), 'blockNumber': 17863471}), AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amounts': [3980764618178081568, 0], 'fee': 37847288496821483961, 'token_supply': 440534072931479189425437}), 'event': 'AddLiquidity', 'logIndex': 53, 'transactionIndex': 9, 'transactionHash': HexBytes('0xe41dd45b9e450f58ba0d0a7e138271c5b93a803a124627999a3ed37dde39ef3a'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xdbfaf46ece0b4b4aa64de8bce4bd2417e511a4c3826e66c70fe4684fceb7d324'), 'blockNumber': 17863529}), AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amounts': [6991359636443694006, 0], 'fee': 63173859517416834088, 'token_supply': 468426649427988313260749}), 'event': 'AddLiquidity', 'logIndex': 82, 'transactionIndex': 28, 'transactionHash': HexBytes('0x82be18605b79662103e723b281a164d62a6e42d9ece36473b0234f883fb32eb2'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x63695979e796145322fa0918f06f1391e7e098bafd9c93ac26d937e9cac9bf62'), 'blockNumber': 17863811}), AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amounts': [487366956488090610, 0], 'fee': 4262330808668677319, 'token_supply': 470308557372862914404949}), 'event': 'AddLiquidity', 'logIndex': 89, 'transactionIndex': 8, 'transactionHash': HexBytes('0x2e9c7dd25809df3b2792c5668c77d73bc2fbc65ea4c2be669e26f2baf7cd19b9'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xb534bf521f7194e0a7e1d85675c12041f1b461cf42b7ebf2e9f8b4d1a75d59ca'), 'blockNumber': 17864595}), AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amounts': [995467083134226910, 0], 'fee': 9600451588260796788, 'token_supply': 427828025821541433981378}), 'event': 'AddLiquidity', 'logIndex': 17, 'transactionIndex': 2, 'transactionHash': HexBytes('0x665b22af0bc02690a559b11c043ef160605c81c1ce8f7781bb473c85d9c3416a'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x0229bd3dd14b23d4312b8e82b9a94184e98efcf1b93dd0950023dc96810fa494'), 'blockNumber': 17868969}), AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amounts': [6246344327348893, 0], 'fee': 59936352496790898, 'token_supply': 427854488968821251997572}), 'event': 'AddLiquidity', 'logIndex': 116, 'transactionIndex': 39, 'transactionHash': HexBytes('0xe125b5e5f44400bf421e5f29cbca788b994d62b04c1775c7c5a3f89af0ad073b'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x26850a10981a39788f8f78cf72234fed641cecbe112977ac6f2a7c4e46c09990'), 'blockNumber': 17869416}), AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amount': 44931548191722882192711, 'coin_index': 0, 'coin_amount': 11050302771356022323}), 'event': 'RemoveLiquidityOne', 'logIndex': 60, 'transactionIndex': 16, 'transactionHash': HexBytes('0x84a4bb1823bd16f21f7c062878838c28f1d852b75c60404ae32f36fcfc312d5c'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0xd60bd0c4794e650ca15d28c8ed330826b3a54d527d9051fd5954da7698582243'), 'blockNumber': 17865329}), AttributeDict({'args': AttributeDict({'provider': '0x9008D19f58AAbD9eD0D60971565AA8510560ab41', 'token_amount': 1787778622598485517420, 'coin_index': 0, 'coin_amount': 416739799121393021}), 'event': 'RemoveLiquidityOne', 'logIndex': 177, 'transactionIndex': 53, 'transactionHash': HexBytes('0x7d08d0206bd3c14a7c4daa774c39fce9c8b1e1c30d81ccd5167d3cf1ddbd40ba'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x02735d8c853bf897f32c6e0599bcc938eec7761b8134d3269eeebe7264069186'), 'blockNumber': 17867507})]",46706777963673381818900,0,-4.670673645196253e+22,1.0947313590956972e+20
0xB2043c543bb60Fb7AA7265CdcA359A35C4Bc09fa,1755565011518210048,False,,[],0,0,3.9287707202047176e+16,1.0360807642063051e+20
0x7DeC469998CaFf3005dd35c235b90a5684DE4869,1666644417130606592,False,,[],0,0,3.729775738326434e+16,9.836025496244855e+19
0x8DB8aFC83F813C5738872FbDdd96ed30A3938d91,1221848937108619776,False,,[],0,0,2.7343700159951656e+16,7.210978643333648e+19
0xc6571c2FB66825F13b7751b1c334810D397618Eb,1042570204829147776,False,,[],0,0,2.333162980360585e+16,6.152930409703046e+19
0x7Dd6579CE6030094dB79f0322F26F4a8816B68f0,1038260875393559936,False,,[],0,0,2.3235191521917764e+16,6.127498065668237e+19
0xF6aA8D95d94fC594d4ee518f9773435E0960Ea70,862300864466045824,False,,[],0,0,1.9297390675334024e+16,5.089035910206e+19
0xe7E1dF68066BEF2EcF074A99ab2592c70fEAf462,687695937680977536,False,,[],0,0,1.5389915193332776e+16,4.05857104681018e+19
0x77e832DB2F80d6485a57b112c897bC5e0F8be43C,556007202604799424,False,,[],0,0,1.2442859156366878e+16,3.2813844181185143e+19
0xF228301301B8a9B7E177DE60A2837dA5a3121ce2,342299251128270272,False,,[],0,0,7660298915491348.0,2.0201454652455375e+19
0xBEb8b9b20d91ebD61A2AA36fFE5E6360Ea303677,224567894005237280,False,,[],0,0,5025594386292889.0,1.325331011444194e+19
0x2C01B4AD51a67E2d8F02208F54dF9aC4c0B778B6,126537416652530064,True,,[],0,0,2831774923133619.0,7.467851232274635e+18
0xe8fc405c105BdF95cad29427d7B163A80B0F2daf,13449197576612180,False,,[],0,0,300978962912613.8,7.937304976867497e+17
0xb634316E06cC0B358437CbadD4dC94F1D3a92B3b,11108066862395656,True,,[],0,0,248586908264454.56,6.555641248336787e+17
0x0fb3565B50eea3d6EF1bfd60Ee2bb23FD7fC6F83,10903346583098452,False,,[],0,0,244005482718502.1,6.434821602222203e+17
0xcADBA199F3AC26F67f660C89d43eB1820b7f7a3b,1784880979037862,True,,[],0,0,39943767866676.61,1.0533821514132312e+17
0x66E678F79498d934F4d4BEDEE496adeb9B6b2C34,1549969995450781,False,,[],0,0,34686705962866.61,9.147448752095563e+16
