User,LP Balance,is_contract,contract_type,events,withdrawn_eth,withdrawn_crv,eth_to_redeem,crv_to_redeem
0x80E6c4918ce508c08F7e4298f64464044cF79Db7,2396691275926294734191,False,,[],0,0,48830529701131411456,128774052069678082162688
0x2e89a9e33FEAe350311C943d8644b8288270C99b,811659479126505166516,False,,"[AttributeDict({'args': AttributeDict({'provider': '0x2e89a9e33FEAe350311C943d8644b8288270C99b', 'token_amounts': [827862340020692297, 273435849890048355178], 'token_supply': 558797698097576172452584}), 'event': 'RemoveLiquidity', 'logIndex': 366, 'transactionIndex': 141, 'transactionHash': HexBytes('0x8ada4504e4811137d7afb4c1b24ce7b6cf10dc9263b4b228390159fad8d89eb1'), 'address': '0x8301AE4fc9c624d1D396cbDAa1ed877821D7C511', 'blockHash': HexBytes('0x4afa049e7389ffa3c97c2408e28d544da0571eb820aeeae03bc13d0f15634c6c'), 'blockNumber': 17811016})]",827862340020692297,273435849890048355178,15709003588768425984,43336970328723127533568
0x116b6112Bb0a979Da4BBD0C95B3f7E7aE4f831D4,15120923985466315911,False,,[],0,0,308075860749104768,812446172022518579200
0x8BEba996BeCDC95A6097fB0587f468Fc3348Ce2E,10255773502837025071,False,,[],0,0,208952591294766656,551041982058674913280
0xD1A992417a0ABFFa632Cbde4DA9F5DcF85CAa858,999000000000000000,False,,[],0,0,20353768406227744,53676199062346252288
0x6Ae7bf291028CCf52991BD020D2Dc121b40bce2A,16265775296112218,False,,[],0,0,331401224549358,873958951649162624
